id;commentaires;premiere_diffusion_episode;numero_episode;resume_episode;note;duree;numero_saison;titre_episode;votes;titre_serie;annee_premiere_diffusion_serie;resume_serie;premiere_diffusion_serie;pays;status_serie;genres_serie
1782360;6;2015-04-20 01:00:00;2;"Arya arrives in Braavos; Podrick and Brienne run into trouble on the road; Cersei fears for her daughter's safety in Dorne as Ellaria Sand seeks revenge for Oberyn's death. Stannis tempts Jon; an adviser tempts Daenerys.";7.9079;63;5;The House of Black and White;10478;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1782361;13;2015-04-27 01:00:00;3;"In Braavos, Arya sees the Many-Faced God; In King's Landing, Queen Margaery enjoys her new husband; Tyrion and Varys walk the Long Bridge of Volantis.";7.85845;66;5;High Sparrow;10187;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1782362;20;2015-05-04 01:00:00;4;The Faith Militant grow increasingly aggressive. Jaime and Bronn head south. Ellaria and the Sand Snakes vow vengeance.;7.9466;57;5;Sons of the Harpy;10224;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1786535;12;2015-05-11 01:00:00;5;"Daenerys makes a difficult decision in Meereen; Jon recruits the help of an unexpected ally; Brienne searches for Sansa; Theon remains under Ramsay’s control.";7.89155;64;5;Kill the Boy;9239;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1786537;40;2015-05-18 01:00:00;6;Arya trains. Jorah and Tyrion run into slavers. Trystane and Myrcella make plans. Jaime and Bronn reach their destination. The Sand Snakes attack.;7.67497;62;5;Unbowed, Unbent, Unbroken;9470;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1786539;21;2015-05-25 01:00:00;7;Jon prepares for conflict. Sansa tries to talk to Theon. Brienne waits for a sign. Stannis remains stubborn. Jaime attempts to reconnect with family.;8.00226;66;5;The Gift;9717;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1786541;70;2015-06-01 01:00:00;8;Arya makes progress in her training. Sansa confronts an old friend. Cersei struggles. Jon travels.;8.65038;69;5;Hardhome;10952;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1786543;46;2015-06-08 01:00:00;9;Stannis confronts a troubling decision. Jon returns to The Wall. Mace visits the Iron Bank. Arya encounters someone from her past. Daenerys reluctantly oversees a traditional celebration of athleticism. ;8.4473;63;5;The Dance of Dragons;10474;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1786545;70;2015-06-15 01:00:00;10;Stannis marches on Winterfell. With Daenerys missing, Meereen has to find a new custodian. Cersei seeks forgiveness for her sins. Jon deals with life back behind the wall.;8.33251;72;5;Mother's Mercy;10914;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1956360;48;2016-04-25 01:00:00;1;Jon Snow is dead. Daenerys meets a strong man. Cersei sees her daughter again.;8.01993;59;6;The Red Woman;17465;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1989020;61;2016-05-02 01:00:00;2;Bran trains with the Three-Eyed Raven. In King’s Landing, Jaime advises Tommen. Tyrion demands good news, but has to make his own. At Castle Black, the Night’s Watch stands behind Thorne. Ramsay Bolton  proposes a plan, and Balon Greyjoy entertains other proposals.;8.33196;62;6;Home;17228;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1989021;27;2016-05-09 01:00:00;3;Daenerys meets her future. Bran meets the past. Tommen confronts the High Sparrow. Arya trains to be No One. Varys finds an answer. Ramsay gets a gift.  ;8.07454;60;6;Oathbreaker;16527;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1989022;35;2016-05-16 01:00:00;4;Tyrion strikes a deal. Jorah and Daario undertake a difficult task. Jaime and Cersei try to improve their situation.;8.35215;68;6;Book of the Stranger;16777;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1989023;82;2016-05-23 01:00:00;5;Tyrion seeks a strange ally. Bran learns a great deal. Brienne goes on a mission. Arya is given a chance to prove herself.;8.44952;67;6;The Door;17710;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1989025;26;2016-05-30 01:00:00;6;An old foe comes back into the picture. Gilly meets Sam’s family. Arya faces a difficult choice. Jaime faces off against the High Sparrow.;8.0658;60;6;Blood of My Blood;16794;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
1989026;32;2016-06-06 01:00:00;7;The High Sparrow eyes another target. Jaime confronts a hero. Arya makes a plan. The North is reminded.;7.97024;58;6;The Broken Man;16800;Game of Thrones;2011;Seven noble families fight for control of the mythical land of Westeros. Friction between the houses leads to full-scale war. All while a very ancient evil awakens in the farthest north. Amidst the war, a neglected military order of misfits, the Night's Watch, is all that stands between the realms of men and the icy horrors beyond.;2011-04-17 00:00:00;us;returning series;['drama', 'fantasy', 'science-fiction', 'action', 'adventure']
